probe	filter_type	ar_method	period_number	period	amplitude	phase	phi	R_square	R2_adjust	coef_var	pvalue
250840_at	0	default	1	24	0.043447739	20.5221168	0.910507692	0.098518638	-0.081777635	0.101645371	0.595365633
249859_at	0	default	1	24	0.041722415	16.65835832	1.922037297	0.098499263	-0.081800885	0.09548774	0.595429615
255609_s_at	0	default	1	24	0.05399714	11.8298555	-3.097048928	0.098291936	-0.082049677	0.127112592	0.596114613
258177_at	0	mle	1	22.55367232	0.016425305	8.512271403	-2.371417739	0.098289396	-0.082052724	0.03635856	0.596123007
265630_at	0	default	1	24	0.018185911	18.27568443	1.498622311	0.098293505	-0.082047794	0.04054832	0.596109427
258094_at	1	default	1	24	0.021280563	19.73422193	1.116778087	0.098229485	-0.082124619	0.045731055	0.596321073
263054_at	0	mle	1	21.81420765	0.066437099	14.70749181	2.046960094	0.098212927	-0.082144488	0.140154055	0.596375822
251823_at	0	default	1	24	0.076418879	23.73774563	0.068658034	0.098179615	-0.082184461	0.167592432	0.596485978
247516_at	1	mle	1	20.79166667	0.007362158	11.38857958	2.841587428	0.098161435	-0.082206278	0.016704405	0.596546105
258375_at	1	mle	1	24.19393939	0.024380933	17.31869828	1.785505588	0.098133394	-0.082239928	0.058019347	0.596638855
266210_at	0	default	1	24	0.021701309	14.43973484	2.502871567	0.098130681	-0.082243183	0.064421193	0.596647828
267350_at	0	mle	1	27.72222222	0.165091102	14.42697916	3.013339811	0.098126152	-0.082248618	0.318978334	0.59666281
247031_at	0	mle	1	27.72222222	0.033931521	25.83398446	0.42796525	0.09807917	-0.082304996	0.080296632	0.596818238
252046_at	0	mle	1	26.26315789	0.035851792	1.206474788	-0.28863645	0.098086845	-0.082295786	0.080243919	0.596792844
254138_at	1	yule-walker	1	25.10691824	0.035446771	13.63779182	2.870230663	0.098069372	-0.082316753	0.084618662	0.596850655
256694_at	0	default	1	24	0.063737435	2.493265517	-0.652735386	0.098083721	-0.082299534	0.154902187	0.596803179
265408_at	0	yule-walker	1	21.69565217	0.059788198	9.530213359	-2.76000445	0.098088037	-0.082294355	0.127869148	0.596788899
249432_at	0	default	1	24	0.014820932	4.222841759	-1.105537387	0.098005564	-0.082393324	0.033959653	0.597061811
253169_at	0	default	1	24	0.018823961	2.459392163	-0.643867363	0.098040322	-0.082351614	0.043268552	0.596946781
258346_at	0	burg	1	26.43708609	0.01911092	8.216946092	-1.95288523	0.097994522	-0.082406573	0.042581396	0.597098355
262426_s_at	0	default	1	24	0.016585628	17.11294835	1.803025906	0.097992586	-0.082408897	0.037261493	0.597104765
265034_at	1	mle	1	24.04819277	0.059067333	8.21553636	-2.146512124	0.098017275	-0.08237927	0.126804465	0.59702305
267166_at	0	default	1	24	0.009595152	17.90463064	1.595763967	0.098007796	-0.082390644	0.021172482	0.597054421
257376_at	0	default	1	24	0.015405869	10.36231495	-2.712847709	0.097968984	-0.082437219	0.036243667	0.597182886
253821_at	0	default	1	24	0.020511328	9.301314525	-2.435078448	0.097910005	-0.082507994	0.044707415	0.597378147
247767_at	0	default	1	24	0.032831341	10.54722122	-2.761256057	0.097783505	-0.082659794	0.08038418	0.597797116
253785_s_at	0	default	1	24	0.038451999	0.902097812	-0.236168655	0.097751346	-0.082698384	0.088291942	0.597903662
255993_at	0	default	1	24	0.028732157	6.003246614	-1.571646288	0.097757603	-0.082690877	0.062999198	0.597882932
261357_at	0	mle	1	26.61333333	0.099611322	0.897286627	-0.211841864	0.097781569	-0.082662117	0.209934216	0.597803527
262807_at	0	default	1	24	0.028084255	11.45091092	-2.997841467	0.097755844	-0.082692988	0.070205822	0.597888761
265579_at	0	default	1	24	0.123379626	7.959011052	-2.083664221	0.097742668	-0.082708798	0.247583414	0.597932417
267480_at	0	burg	1	22.81142857	0.098576906	9.312847144	-2.565132831	0.097769334	-0.0826768	0.203481713	0.597844065
259121_at	0	burg	1	20.16161616	0.035014063	18.06630514	0.652984728	0.09771159	-0.082746092	0.077489999	0.598035403
265112_at	1	mle	1	21.34759358	0.056711868	10.89135567	3.077559078	0.097710787	-0.082747056	0.127900558	0.598038064
245775_at	0	default	1	24	0.044293799	12.44404556	3.025341798	0.09763685	-0.08283578	0.113541698	0.598283131
250695_at	1	mle	1	21.23404255	0.014988613	10.86906485	3.067012578	0.097645554	-0.082825335	0.033045954	0.598254277
254115_at	0	mle	1	26.97297297	0.053573593	21.601372	1.251280841	0.097652915	-0.082816502	0.116455852	0.598229877
256809_at	0	default	1	24	0.150462013	22.17848769	0.476870807	0.097642692	-0.08282877	0.327829462	0.598263766
259532_at	0	default	1	24	0.035283379	19.19280221	1.258521438	0.097682055	-0.082781534	0.077187808	0.598133287
264174_s_at	1	mle	1	26.79194631	0.008239391	8.762485682	-2.054957884	0.097639879	-0.082832145	0.018302067	0.59827309
265171_at	0	default	1	24	0.074437658	11.98627325	-3.137998998	0.097669005	-0.082797194	0.178698765	0.598176543
261200_at	1	default	1	24	0.037424154	21.43253506	0.672160749	0.097618546	-0.082857745	0.091941057	0.598343813
266706_at	0	default	1	24	0.045054544	5.778738431	-1.512870183	0.097604432	-0.082874681	0.097165079	0.598390606
250965_at	1	mle	1	27.91608392	0.017893855	8.410121848	-1.892899956	0.097585019	-0.082897978	0.04009974	0.598454977
259693_at	0	mle	1	20.79166667	0.016865998	10.65973187	3.061843232	0.097553733	-0.08293552	0.038069554	0.598558722
254813_at	1	mle	1	25.42675159	0.038002196	13.79731682	2.87374081	0.097481547	-0.083022144	0.097138868	0.598798153
246177_at	0	default	1	24	0.014948489	8.753141211	-2.29156701	0.097335549	-0.083197341	0.033273068	0.599282639
246292_at	0	burg	1	25.26582278	0.040629257	12.61899318	-3.138131427	0.097349768	-0.083180278	0.095770365	0.59923544
246736_at	1	mle	1	25.92207792	0.020833082	11.38730233	-2.76013871	0.097370724	-0.083155132	0.051758761	0.599165885
249885_at	0	yule-walker	1	27.34246575	0.018093882	9.30729054	-2.138776791	0.097367101	-0.083159478	0.060375001	0.599177907
252432_at	1	yule-walker	1	26.61333333	0.043420078	9.650852972	-2.278485631	0.097341508	-0.083190191	0.09928934	0.599262859
254296_at	1	mle	1	20.47179487	0.01466845	10.04746206	-3.083758233	0.097363029	-0.083164365	0.03246757	0.599191422
258278_at	0	mle	1	21.34759358	0.05318265	10.35140381	-3.04670351	0.097348184	-0.083182179	0.111422269	0.599240699
259444_at	0	default	1	24	0.031434417	15.56771397	2.20756732	0.097389794	-0.083132248	0.078725363	0.599102594
264592_at	0	default	1	24	0.052882459	0.719336536	-0.188321865	0.097372969	-0.083152437	0.136432605	0.599158433
248326_at	0	default	1	24	0.033597955	6.523156674	-1.707758424	0.097254841	-0.083294191	0.075230932	0.599550599
251370_at	0	default	1	24	0.05384294	2.244541993	-0.58761972	0.097254547	-0.083294543	0.12279408	0.599551574
252341_at	1	default	1	24	0.08605062	5.890766463	-1.542199054	0.097254222	-0.083294934	0.188594387	0.599552654
258747_at	0	default	1	24	0.050889638	3.495161273	-0.915031081	0.097293659	-0.083247609	0.118197264	0.599421705
260783_at	0	default	1	24	0.019090286	12.41929649	3.031821088	0.09725167	-0.083297996	0.043540514	0.599561129
263441_at	1	mle	1	23.34502924	0.033730497	11.14892662	-3.000671842	0.097253106	-0.083296272	0.076061715	0.599556359
249141_at	1	mle	1	26.79194631	0.033961856	8.731441659	-2.047677511	0.097238848	-0.083313382	0.080003574	0.599603708
255279_at	0	default	1	24	0.038836521	3.855435913	-1.009350762	0.097188663	-0.083373605	0.089214337	0.599770389
258737_at	0	default	1	24	0.023547217	9.163238786	-2.398930304	0.097185371	-0.083377555	0.051978117	0.599781325
264801_at	1	mle	1	20.57731959	0.135951253	6.944539027	-2.120481504	0.097197693	-0.083362769	0.268718269	0.599740395
255237_at	0	default	1	24	0.060190288	3.351779354	-0.877493783	0.097162027	-0.083405567	0.135046587	0.599858869
255213_at	0	burg	1	21.93406593	0.085390826	8.427272124	-2.41405823	0.097094694	-0.083486368	0.181101131	0.60008259
249041_at	0	default	1	24	0.023542298	16.82088805	1.879487113	0.097079432	-0.083504682	0.054982558	0.600133307
250068_at	1	mle	1	27.34246575	0.014533441	13.35521291	-3.068972575	0.097069751	-0.083516299	0.033624809	0.600165482
259229_at	0	default	1	24	0.032886033	12.03698646	3.131909621	0.097056057	-0.083532732	0.0984252	0.600210993
263973_at	1	mle	1	23.76190476	0.008810661	5.585701263	-1.476985808	0.097053776	-0.083535468	0.019793427	0.600218573
246684_at	0	mle	1	20.79166667	0.024993172	11.26627936	2.878546225	0.09693946	-0.083672649	0.056529335	0.60059862
249770_at	1	mle	1	20.26395939	0.023604185	11.99985835	2.562425103	0.096953033	-0.083656361	0.052233717	0.600553486
251420_at	0	default	1	24	0.013764461	6.297416267	-1.648659723	0.096969517	-0.08363658	0.030538995	0.600498675
257878_at	0	default	1	24	0.023666418	22.66391942	0.349785077	0.096947318	-0.083663219	0.053919086	0.60057249
259177_at	0	burg	1	21.57837838	0.018730737	8.780607701	-2.556734539	0.096998398	-0.083601923	0.043208505	0.600402656
260453_s_at	1	mle	1	23.07514451	0.064483876	22.29558346	0.21226851	0.09700185	-0.08359778	0.137409531	0.600391177
262718_at	0	default	1	24	0.018442495	23.42289943	0.151084576	0.097006565	-0.083592122	0.046822722	0.600375505
263525_at	1	burg	1	23.48235294	0.025860579	22.59421418	0.237639746	0.09702862	-0.083565656	0.061015892	0.600302188
263648_at	0	mle	1	20.79166667	0.023604201	16.33714097	1.346145591	0.097026392	-0.08356833	0.053634913	0.600309595
266815_at	0	default	1	24	0.096697323	8.450581954	-2.212357182	0.096958438	-0.083649875	0.200344908	0.600535513
267632_at	1	mle	1	20.36734694	0.030364078	7.20530797	-2.222787548	0.096958467	-0.083649839	0.072681237	0.600535416
246971_at	1	burg	1	27.72222222	0.033352196	12.05548717	-2.732351657	0.096915437	-0.083701476	0.074979521	0.600678508
251304_at	0	default	1	24	0.046128069	5.697836292	-1.491690053	0.096898627	-0.083721647	0.10857484	0.600734414
248959_at	0	yule-walker	1	24.64197531	0.095552041	5.413419873	-1.380308185	0.096868015	-0.083758383	0.19191182	0.600836238
255473_at	0	default	1	24	0.022511125	19.15400981	1.268677266	0.096846803	-0.083783837	0.053434954	0.6009068
255919_at	1	burg	1	21.34759358	0.009223928	3.766969315	-1.108722918	0.096879035	-0.083745158	0.021777796	0.60079958
259972_at	0	mle	1	27.34246575	0.028520585	12.3843149	-2.845864235	0.096844023	-0.083787172	0.065686401	0.600916046
266627_at	1	mle	1	20.36734694	0.029134644	13.07763506	2.248825571	0.096853167	-0.0837762	0.06800309	0.600885629
257865_at	0	default	1	24	0.029812868	10.03047791	-2.625972976	0.096813798	-0.083823442	0.067691452	0.601016605
261894_at	0	default	1	24	0.015666424	21.11966972	0.754068703	0.09680615	-0.08383262	0.034454431	0.601042052
265567_at	0	default	1	24	0.077923572	17.9487299	1.584218807	0.096810119	-0.083827857	0.173125029	0.601028845
246362_at	1	mle	1	20.57731959	0.067759018	10.35603598	3.121019659	0.096747649	-0.083902821	0.145182922	0.601236729
256946_at	1	mle	1	20.36734694	0.023782042	12.12564798	2.542506984	0.096739101	-0.083913079	0.052342353	0.601265179
261278_at	0	mle	1	21.81420765	0.014250749	9.378403061	-2.701278234	0.096673569	-0.083991718	0.031529022	0.601483321
253853_at	0	mle	1	22.17777778	0.042642126	7.24675481	-2.053077806	0.096627089	-0.084047493	0.093539507	0.60163808
258880_at	0	default	1	24	0.115544064	1.934560132	-0.506466658	0.096633864	-0.084039363	0.282154169	0.60161552
251808_at	0	default	1	24	0.047946992	2.309598929	-0.604651586	0.096604827	-0.084074208	0.113124467	0.601712216
267224_at	1	mle	1	22.55367232	0.019445563	8.265298284	-2.302613961	0.096602688	-0.084076775	0.043345746	0.60171934
258005_at	0	default	1	24	0.16801777	23.7568676	0.063651915	0.096582153	-0.084101416	0.389613752	0.601787731
264354_s_at	0	default	1	24	0.120402629	8.022452489	-2.10027315	0.096587608	-0.084094871	0.256513967	0.601769563
248457_at	0	default	1	24	0.01278359	22.67866152	0.345925606	0.096545677	-0.084145188	0.030783358	0.601909228
257803_at	0	mle	1	22.94252874	0.049388222	20.34028441	0.712667007	0.096539943	-0.084152068	0.109169465	0.601928329
245011_at	0	mle	1	26.79194631	0.176549662	15.76817743	2.585268791	0.096504368	-0.084194758	0.39750352	0.602046847
251702_at	0	default	1	24	0.130965327	22.2046514	0.470021165	0.096495248	-0.084205702	0.296658344	0.602077233
246588_at	1	yule-walker	1	24.79503106	0.031079456	9.980758609	-2.529174321	0.096412449	-0.084305061	0.075584287	0.602353163
249292_at	1	yule-walker	1	27.72222222	0.059987643	11.61025643	-2.631441015	0.096407548	-0.084310942	0.136510898	0.602369497
251315_at	0	default	1	24	0.032057062	5.608887038	-1.468403193	0.096426	-0.0842888	0.075977047	0.602307995
255407_at	0	default	1	24	0.015441907	23.27730601	0.189200844	0.096412002	-0.084305598	0.036635213	0.602354653
257966_at	0	default	1	24	0.050720748	16.98751746	1.835863636	0.096407267	-0.08431128	0.129076302	0.602370435
265293_at	0	default	1	24	0.121445258	21.43576624	0.671314828	0.096406058	-0.084312731	0.247285793	0.602374466
257402_at	0	default	1	24	0.039557736	6.893220152	-1.804640816	0.096377332	-0.084347202	0.086465955	0.602470221
263198_at	0	mle	1	21.93406593	0.014666364	11.77494085	2.910161101	0.096373329	-0.084352005	0.032272455	0.602483564
263622_at	0	default	1	24	0.015905808	18.74140706	1.376696411	0.09631498	-0.084422024	0.036965703	0.602678107
252993_at	1	mle	1	21.12169312	0.047253812	16.54714899	1.360814605	0.096274271	-0.084470875	0.128288105	0.602813867
266741_s_at	1	burg	1	27.53103448	0.031268378	6.630442957	-1.513212364	0.096270753	-0.084475096	0.070114849	0.602825599
248436_at	0	default	1	24	0.034454836	0.25982132	-0.068021062	0.096247266	-0.084503281	0.078747908	0.602903939
255453_at	0	default	1	24	0.048005063	7.053569654	-1.846620217	0.096226834	-0.084527799	0.104896666	0.602972092
245338_at	1	mle	1	23.76190476	0.047939661	5.852750525	-1.547599676	0.096194065	-0.084567122	0.106441356	0.603081415
254220_at	1	yule-walker	1	26.43708609	0.031280725	9.856564091	-2.342565987	0.096194651	-0.084566418	0.068965366	0.603079458
261475_at	1	mle	1	21.01052632	0.015711604	6.603989051	-1.974918969	0.096182756	-0.084580693	0.040026591	0.603119147
248645_at	0	default	1	24	0.027983874	0.842869218	-0.220662645	0.096136666	-0.084636001	0.063931288	0.603272941
250807_at	0	default	1	24	0.123304241	22.31503566	0.441122633	0.096087117	-0.08469546	0.274300992	0.603438314
252322_at	0	default	1	24	0.182366876	2.45255318	-0.642076921	0.09612502	-0.084649975	0.387153254	0.603311805
252614_at	0	default	1	24	0.025567191	6.48505318	-1.697782952	0.096103046	-0.084676345	0.056145155	0.603385146
261589_at	0	default	1	24	0.01280191	6.656823327	-1.742752272	0.096088389	-0.084693933	0.02904151	0.603434068
265652_x_at	0	default	1	24	0.09799638	22.46831384	0.400994498	0.096100267	-0.08467968	0.235051456	0.603394423
263104_at	0	yule-walker	1	26.97297297	0.010282008	9.567684014	-2.228732134	0.096069852	-0.084716178	0.023887037	0.603495946
254720_at	0	default	1	24	0.014640947	7.441428758	-1.948161493	0.096042738	-0.084748714	0.031929551	0.603586462
264761_at	0	default	1	24	0.052136329	4.096667496	-1.072505043	0.096051867	-0.08473776	0.123748921	0.603555985
256793_at	0	mle	1	27.91608392	0.003928847	6.322739719	-1.423084463	0.095955533	-0.08485336	0.008706139	0.603877658
257725_at	0	burg	1	26.97297297	0.044787179	8.505757879	-1.981363085	0.095955878	-0.084852946	0.113794512	0.603876506
252837_at	0	default	1	24	0.055929575	7.243749119	-1.896409085	0.095940873	-0.084870952	0.126152915	0.603926623
248216_at	0	default	1	24	0.312181226	22.16290941	0.480949192	0.095915689	-0.084901173	0.62048674	0.604010744
246083_at	0	default	1	24	0.007865821	21.98145185	0.528454669	0.095896159	-0.084924609	0.019083407	0.604075985
249401_at	0	default	1	24	0.029986296	1.843813038	-0.482709125	0.095860734	-0.084967119	0.0695058	0.60419434
252199_at	0	default	1	24	0.021414518	22.90306528	0.287176839	0.09580815	-0.08503022	0.051800251	0.604370059
262017_at	0	default	1	24	0.013666319	20.48891851	0.919198984	0.095722992	-0.085132409	0.030774795	0.604654714
246129_at	0	yule-walker	1	27.72222222	0.020591656	10.32424588	-2.339969339	0.095695173	-0.085165793	0.044975321	0.604747729
255014_at	1	default	1	24	0.048156617	6.515097792	-1.705648613	0.095697934	-0.08516248	0.105069788	0.604738497
245358_at	0	default	1	24	0.024909597	13.58626742	2.726308813	0.095662559	-0.085204929	0.060581662	0.604856787
257820_at	1	mle	1	21.57837838	0.026088926	11.88187198	2.823425628	0.095679349	-0.085184781	0.06202074	0.60480064
266971_at	1	mle	1	22.30167598	0.106519821	11.79127442	2.961158647	0.095667802	-0.085198638	0.220190098	0.604839255
267258_at	0	default	1	24	0.014795401	3.87038513	-1.013264458	0.095622793	-0.085252649	0.034165725	0.604989785
260599_at	1	mle	1	20.16161616	0.045688509	8.947350455	-2.788360837	0.095580195	-0.085303766	0.10904771	0.60513228
246248_at	0	burg	1	20.79166667	0.081393552	10.36506014	-3.132293077	0.09553499	-0.085358012	0.192576567	0.605283524
252282_at	0	default	1	24	0.037955735	14.60117936	2.460605489	0.095551391	-0.08533833	0.119715915	0.605228645
256179_at	0	default	1	24	0.017999534	7.754584495	-2.030145473	0.095518171	-0.085378195	0.039188007	0.605339803
257289_at	0	default	1	24	0.031637629	0.876663245	-0.229509901	0.095508564	-0.085389723	0.073627277	0.605371953
258869_at	0	default	1	24	0.020459866	22.20790941	0.469168221	0.095526853	-0.085367776	0.048625334	0.605310751
267347_at	1	mle	1	24.34146341	0.041118074	14.45774966	2.55125191	0.095541689	-0.085349973	0.096828292	0.605261107
255490_at	0	default	1	24	0.174261916	22.07693745	0.503456597	0.09547869	-0.085425572	0.383330576	0.605471931
250321_at	0	default	1	24	0.030372137	6.796612182	-1.779348908	0.095450302	-0.085459637	0.07804691	0.60556695
248853_at	0	default	1	24	0.037188918	11.91453525	-3.119218034	0.09543804	-0.085474352	0.08805331	0.605607996
257535_at	0	default	1	24	0.087596057	5.219656474	-1.366502869	0.095410421	-0.085507495	0.220298759	0.605700458
265821_at	0	burg	1	20.79166667	0.014249618	10.64518049	3.06624062	0.095412624	-0.085504851	0.032019458	0.60569308
250701_at	0	default	1	24	0.023933933	15.2216205	2.298174378	0.095362185	-0.085565379	0.05742481	0.605861967
253646_at	1	mle	1	21.46236559	0.039450338	10.12084831	-2.962915021	0.095367254	-0.085559295	0.089590267	0.605844992
254812_at	1	mle	1	21.57837838	0.013400849	0.006499948	-0.001892653	0.095365636	-0.085561237	0.041610639	0.605850411
262911_s_at	0	default	1	24	0.020330233	23.55714059	0.115940322	0.095389117	-0.085533059	0.052286877	0.605771784
251431_at	1	mle	1	20.79166667	0.035777457	2.205306583	-0.666437671	0.095328657	-0.085605611	0.084235255	0.605974246
253373_at	1	mle	1	20.16161616	0.061536375	16.1448148	1.251799811	0.095310959	-0.085626849	0.159128638	0.606033523
253982_at	0	default	1	24	0.036677353	12.10727759	3.113507447	0.095319405	-0.085616714	0.08795247	0.606005235
259365_at	1	mle	1	23.90419162	0.051114267	16.44574005	1.960444177	0.095321547	-0.085614143	0.196884846	0.605998059
252869_at	0	default	1	24	0.045340905	3.596691546	-0.941611645	0.095281914	-0.085661703	0.103044252	0.606130812
263770_at	0	mle	1	22.42696629	0.00912534	8.372292757	-2.345598872	0.095285385	-0.085657538	0.020460751	0.606119186
253568_at	1	mle	1	20.47179487	0.026510981	10.15302404	-3.116157224	0.095271019	-0.085674777	0.058105588	0.606167308
245824_at	0	default	1	24	0.064969042	0.011201569	-0.002932564	0.095209548	-0.085748542	0.168244637	0.606373264
246105_at	1	yule-walker	1	26.97297297	0.111690707	8.577172291	-1.997998625	0.095228149	-0.085726222	0.241340787	0.606310939
250360_at	0	default	1	24	0.009476187	1.160302541	-0.303766495	0.095228597	-0.085725684	0.023861881	0.606309437
255813_at	0	default	1	24	0.268708818	22.07413541	0.50419017	0.095220951	-0.085734859	0.550855182	0.606335054
262293_at	0	default	1	24	0.037924742	16.03510442	2.085204786	0.095215387	-0.085741536	0.091008328	0.606353699
262523_at	0	default	1	24	0.045443865	16.07449721	2.074891778	0.095202959	-0.08575645	0.104998367	0.606395346
265601_at	1	mle	1	22.94252874	0.030006598	11.51796785	3.128802145	0.09516573	-0.085801124	0.06582093	0.606520109
252838_at	0	burg	1	22.17777778	0.102541822	9.006264787	-2.551564505	0.09515103	-0.085818764	0.214390011	0.606569377
255154_at	1	default	1	24	0.029481695	6.494628174	-1.70028968	0.09514135	-0.08583038	0.065311857	0.606601824
253256_at	0	default	1	24	0.01756689	1.411222961	-0.369457307	0.095117982	-0.085858421	0.04253441	0.606680154
265494_at	0	default	1	24	0.02727344	18.63284477	1.405117952	0.095114952	-0.085862057	0.079796205	0.606690312
266323_at	0	default	1	24	0.02211036	20.98274685	0.789915028	0.095070612	-0.085915265	0.048963085	0.606838968
257355_at	0	mle	1	21.69565217	0.019718281	11.95418708	2.821184164	0.095059591	-0.085928491	0.043849541	0.606875923
261249_at	0	default	1	24	0.033716973	5.631110291	-1.474221227	0.095015867	-0.08598096	0.075461606	0.607022549
249760_at	0	yule-walker	1	27.15646259	0.029154171	1.647145127	-0.381099638	0.094985402	-0.086017517	0.067961369	0.607124728
252440_at	0	default	1	24	0.011612622	3.91694193	-1.025452999	0.094975105	-0.086029874	0.026831432	0.607159268
267630_at	1	mle	1	22.94252874	0.025224472	8.996363609	-2.463800756	0.094962848	-0.086044583	0.066632368	0.607200384
250658_at	0	default	1	24	0.020963868	10.44016288	-2.733228249	0.094941829	-0.086069805	0.051649802	0.607270897
263286_at	1	default	1	24	0.036984587	8.078245398	-2.1148797	0.094910117	-0.086107859	0.081498751	0.607377293
258629_at	0	default	1	24	0.023042306	4.802646754	-1.25732998	0.094890982	-0.086130822	0.058868124	0.607441502
248317_at	0	mle	1	22.17777778	0.033729236	8.668752647	-2.455943955	0.094870285	-0.086155658	0.07425756	0.607510955
246042_at	0	default	1	24	0.033437595	3.067263843	-0.803007796	0.09482054	-0.086215352	0.087803093	0.607677914
256830_at	0	yule-walker	1	27.72222222	0.087185782	13.1518858	-2.980848179	0.094798659	-0.086241609	0.221692421	0.607751364
244998_at	0	yule-walker	1	27.53103448	0.08940258	13.48730045	-3.078097485	0.09474641	-0.086304308	0.208091135	0.607926785
249743_at	1	mle	1	27.72222222	0.016598466	7.194992887	-1.63073051	0.094735196	-0.086317765	0.03658001	0.607964442
265683_at	0	burg	1	20.90052356	0.035618127	11.25727328	2.898986157	0.094719657	-0.086336412	0.077964314	0.608016623
251239_at	1	mle	1	20.68393782	0.020905452	7.859351025	-2.387444756	0.094630804	-0.086443035	0.049781024	0.608315062
260779_at	1	burg	1	21.23404255	0.104065139	13.83183692	2.190323842	0.094640574	-0.086431311	0.250144685	0.608282241
260893_at	1	burg	1	27.91608392	0.053238008	10.59588729	-2.384858977	0.094634824	-0.086438212	0.132325925	0.60830156
264849_at	0	default	1	24	0.031595884	3.568291167	-0.934176443	0.09463506	-0.086437928	0.083389028	0.608300766
255392_at	1	yule-walker	1	20.16161616	0.041324001	7.177133874	-2.236688852	0.094606747	-0.086471903	0.097283839	0.608395885
255282_at	0	yule-walker	1	21.81420765	0.049939012	9.5227692	-2.742860272	0.094590687	-0.086491176	0.111089886	0.608449848
246107_at	1	mle	1	21.46236559	0.014938514	14.39748365	2.068269791	0.094535086	-0.086557897	0.034176771	0.608636694
248806_at	0	default	1	24	0.029564168	13.47258467	2.756070888	0.094530416	-0.086563501	0.077455028	0.60865239
252174_at	1	mle	1	23.48235294	0.037506286	18.00854442	1.464629774	0.094555381	-0.086533542	0.088935732	0.608568487
264682_at	0	default	1	24	0.182028747	14.92681952	2.375353096	0.094539612	-0.086552465	0.374094528	0.608621482
253074_at	0	default	1	24	0.10698305	20.23552758	0.985536574	0.094511936	-0.086585676	0.225801266	0.608714502
252649_at	1	mle	1	21.57837838	0.034790443	12.60417387	2.613105994	0.094449621	-0.086660455	0.078672204	0.60892399
246078_s_at	0	mle	1	27.34246575	0.030736099	2.248503539	-0.516696794	0.094428947	-0.086685263	0.072091121	0.6089935
263335_x_at	0	default	1	24	0.059228524	5.642870991	-1.477300171	0.094365824	-0.086761011	0.132480524	0.60920578
251030_at	1	mle	1	21.01052632	0.048965347	16.8645818	1.239842223	0.094342215	-0.086789342	0.119651805	0.609285192
253717_at	0	default	1	24	0.054806126	8.782939859	-2.299368278	0.094324374	-0.086810751	0.121698821	0.609345206
254694_at	0	yule-walker	1	24.19393939	0.03555844	7.544121492	-1.959214353	0.094304788	-0.086834254	0.088330622	0.609411098
257277_at	1	default	1	24	0.012664391	4.451938309	-1.165514724	0.094290182	-0.086851781	0.029335064	0.609460238
249540_at	0	burg	1	23.34502924	0.068012617	7.640076556	-2.056284285	0.094218933	-0.08693728	0.155905188	0.609699996
256691_at	0	burg	1	22.68181818	0.028050091	7.332540883	-2.031217814	0.09417366	-0.086991608	0.069848113	0.609852383
257991_at	0	default	1	24	0.045818681	21.24661759	0.720833828	0.094133982	-0.087039222	0.108823656	0.609985962
260493_at	0	default	1	24	0.078281215	17.03828011	1.822574006	0.094129861	-0.087044167	0.182248844	0.609999839
261584_at	1	mle	1	20.90052356	0.072779233	3.596526968	-1.081199968	0.094123018	-0.087052378	0.170271063	0.610022877
251712_at	0	yule-walker	1	27.34246575	0.04837116	10.32776692	-2.373278034	0.094106744	-0.087071908	0.108864258	0.610077676
250712_at	0	default	1	24	0.01587276	14.76513956	2.417680809	0.093965667	-0.087241199	0.04697559	0.610552867
249947_at	0	default	1	24	0.042459953	9.596260538	-2.512295134	0.093946759	-0.087263889	0.092677432	0.610616577
261902_at	0	default	1	24	0.030417378	4.101815089	-1.073852679	0.093856322	-0.087372413	0.072601425	0.610921379
245974_at	1	burg	1	21.57837838	0.014640685	6.896132803	-2.008013741	0.093812057	-0.087425532	0.034587786	0.611070613
254231_at	0	yule-walker	1	21.12169312	0.011463845	8.497589706	-2.527824378	0.093802404	-0.087437116	0.026119278	0.61110316
255190_x_at	1	yule-walker	1	25.26582278	0.019021303	13.24889974	2.988406708	0.093814345	-0.087422786	0.047497627	0.611062897
262292_at	1	mle	1	25.58974359	0.048127584	14.04484692	2.83467964	0.093799288	-0.087440855	0.125202364	0.611113667
245477_at	0	default	1	24	0.023410718	2.011546159	-0.526621553	0.09374734	-0.087503192	0.055692997	0.611288847
254842_at	0	default	1	24	0.049266377	22.95457093	0.273692691	0.093734398	-0.087518723	0.117683898	0.611332497
257200_at	1	burg	1	27.91608392	0.078472749	9.370399273	-2.10903346	0.093700432	-0.087559481	0.188544839	0.611447064
263974_at	0	default	1	24	0.014307771	15.33796203	2.267716238	0.093709649	-0.087548421	0.033835908	0.611415973
246894_at	0	mle	1	21.46236559	0.011322424	10.60741766	-3.105359963	0.093607828	-0.087670606	0.025635858	0.611759511
247911_at	0	mle	1	23.07514451	0.046901301	1.203676847	-0.327751996	0.09365434	-0.087614792	0.116732139	0.611602563
252428_at	0	default	1	24	0.0076367	11.19884399	-2.931850501	0.093613293	-0.087664048	0.018100101	0.611741068
255553_at	0	default	1	24	0.061886384	19.87021439	1.081175345	0.093643414	-0.087627903	0.147947438	0.611639429
256784_at	0	default	1	24	0.016361062	23.23235837	0.200968108	0.093611559	-0.08766613	0.048377085	0.611746922
263070_at	0	mle	1	21.93406593	0.019139788	8.885200428	-2.545235386	0.093609044	-0.087669148	0.04399481	0.61175541
260930_at	0	default	1	24	0.003885895	3.524495172	-0.922710678	0.093594743	-0.087686308	0.009396832	0.611803671
