probe	filter_type	ar_method	period_number	period	amplitude	phase	phi	R_square	R2_adjust	coef_var	pvalue
251789_at	0	yule-walker	1	22.42696629	0.525467148	15.29310371	1.998637712	0.983594748	0.980313697	0.355145615	1.19E-09
263410_at	0	mle	1	22.30167598	0.513536358	1.24972362	-0.352092152	0.971686201	0.966023441	0.381007151	1.82E-08
264442_at	0	mle	1	23.48235294	0.325837818	15.69521378	2.083608848	0.968269295	0.961923154	0.239087419	3.22E-08
254835_s_at	0	mle	1	23.34502924	0.565245099	14.45600178	2.392432503	0.969674132	0.963608959	0.382660093	2.56E-08
257892_at	1	yule-walker	1	22.17777778	0.325726559	13.51394693	2.454549561	0.959039476	0.950847372	0.239814423	1.15E-07
258956_at	0	burg	1	23.62130178	0.931472375	15.11698423	2.262119316	0.960301579	0.952361895	0.603415978	9.86E-08
262826_at	0	mle	2	"26.2631578947,20.2639593909"	"0.355308480491,0.325402380713"	"23.0000525452,7.00213720476"	-2.171131749	0.987966448	0.981949671	0.414724024	1.04E-07
259179_at	0	burg	1	22.81142857	0.696643549	17.11854838	1.568048274	0.953060448	0.943672537	0.537610367	2.28E-07
247025_at	0	burg	1	22.17777778	0.512906154	4.783002957	-1.35507237	0.953480055	0.944176066	0.473120203	2.18E-07
263111_s_at	0	burg	1	23.48235294	0.497491295	16.60855876	1.83922466	0.95497402	0.945968825	0.350370765	1.85E-07
245152_at	0	mle	1	23.07514451	0.453021789	1.23953601	-0.337516172	0.952119544	0.942543452	0.348604462	2.52E-07
251727_at	0	mle	1	22.05524862	0.572426355	1.079337518	-0.307485885	0.956334489	0.947601386	0.418748563	1.59E-07
265182_at	0	mle	1	22.30167598	0.408910391	1.519186359	-0.42800951	0.952291379	0.942749655	0.350194071	2.47E-07
251218_at	0	mle	1	23.34502924	0.745498897	15.85784168	2.015135058	0.959020215	0.950824258	0.510844733	1.16E-07
246523_at	0	mle	1	22.81142857	0.621654007	1.637794252	-0.451114438	0.952538553	0.943046263	0.508406468	2.41E-07
252166_at	1	burg	1	22.17777778	0.541841017	14.05350917	2.301686205	0.958447951	0.950137541	0.361770034	1.24E-07
248537_at	0	mle	1	22.42696629	0.337012777	2.328460222	-0.652346237	0.956632176	0.947958611	0.255972938	1.53E-07
263252_at	0	burg	1	23.76190476	0.824373988	1.537562795	-0.406566395	0.954969712	0.945963655	0.615816597	1.85E-07
247286_at	0	mle	1	23.62130178	0.233330014	15.0680361	2.275139351	0.956384882	0.947661858	0.169544019	1.58E-07
251497_at	0	mle	1	24.04819277	1.018449798	3.311514504	-0.86521509	0.95512654	0.946151848	0.6621748	1.82E-07
256049_at	0	mle	1	22.55367232	0.566268116	0.770623791	-0.214686638	0.957210818	0.948652981	0.429727633	1.43E-07
247232_at	0	yule-walker	2	"25.7548387097,20.0603015075"	"0.335437363253,0.362310429104"	"22.4298835179,7.48788335004"	-2.345316626	0.986226093	0.979339139	0.487938672	1.78E-07
247323_at	0	mle	1	23.62130178	0.781094328	3.990945072	-1.06157771	0.95353676	0.944244112	0.563832265	2.17E-07
266925_at	0	mle	1	24.95	0.32209162	12.99642484	3.010281675	0.955077802	0.946093362	0.250044316	1.83E-07
265892_at	1	yule-walker	1	21.93406593	1.425288887	2.135001051	-0.611587805	0.953463008	0.94415561	0.736016975	2.18E-07
252037_at	0	yule-walker	1	23.90419162	0.485454092	1.308670203	-0.343982241	0.952222234	0.942666681	0.363090988	2.49E-07
260956_at	0	burg	1	23.62130178	0.694371656	4.343219468	-1.155281492	0.951677659	0.94201319	0.486071296	2.63E-07
258993_at	0	burg	1	22.68181818	0.454951956	6.027763894	-1.669776084	0.950027293	0.940032751	0.349691999	3.12E-07
253943_at	0	mle	1	22.30167598	0.575532778	0.742136504	-0.209086581	0.94957135	0.93948562	0.424872802	3.26E-07
254890_at	0	burg	1	22.42696629	0.155396993	14.35325643	2.261947269	0.948523863	0.938228636	0.118392139	3.61E-07
264597_at	0	burg	1	23.76190476	0.645193592	14.33571773	2.492497149	0.948185523	0.937822628	0.432997523	3.73E-07
247848_at	0	mle	1	22.68181818	0.712340721	21.28970574	0.385634889	0.948002656	0.937603187	0.499912502	3.80E-07
267005_at	0	mle	1	22.42696629	0.351223806	1.819658578	-0.509799314	0.948399098	0.938078918	0.290713148	3.66E-07
251221_at	0	mle	1	22.30167598	0.926512999	12.62699168	2.725706995	0.947005771	0.936406925	0.703311084	4.18E-07
248207_at	0	mle	1	22.68181818	0.420142174	0.521370345	-0.14442698	0.946701576	0.936041891	0.362726005	4.30E-07
263739_at	0	mle	1	23.48235294	0.866853686	1.058322521	-0.283175904	0.946724557	0.936069468	0.564793786	4.29E-07
247889_at	0	yule-walker	1	24.19393939	0.214387523	14.82775829	2.432404683	0.945400598	0.934480718	0.165459382	4.85E-07
264436_at	0	mle	1	23.07514451	0.803896195	0.621316688	-0.169179781	0.945567955	0.934681546	0.626055404	4.78E-07
250897_at	0	mle	1	26.43708609	0.146356027	11.35535183	-2.698776238	0.944973888	0.933968665	0.109439655	5.04E-07
261622_at	0	mle	1	21.46236559	0.197408251	18.90656188	0.7482208	0.944503212	0.933403854	0.143649377	5.26E-07
251814_at	1	burg	1	22.55367232	0.407242805	7.263520611	-2.023530596	0.944082857	0.932899428	0.312293334	5.47E-07
262635_at	0	burg	1	23.90419162	0.63372251	1.653550972	-0.434633697	0.943052503	0.931663004	0.53295101	5.99E-07
258188_at	0	mle	1	22.81142857	0.454641206	1.567768078	-0.431826412	0.942811522	0.931373827	0.382923118	6.12E-07
252429_at	0	yule-walker	1	23.48235294	0.754675277	5.464173844	-1.462051818	0.943212266	0.931854719	0.531259278	5.91E-07
246310_at	0	mle	1	22.30167598	0.580850164	3.199016458	-0.901278147	0.941711945	0.930054334	0.487184038	6.73E-07
257253_at	1	yule-walker	1	22.55367232	0.450064064	21.94982145	0.16822568	0.941979869	0.930375843	0.33472459	6.57E-07
262899_at	0	mle	1	22.55367232	0.48142013	13.08551409	2.637716457	0.941812848	0.930175418	0.325711201	6.67E-07
257044_at	0	burg	1	22.81142857	0.278211717	2.52683308	-0.695991504	0.940749989	0.928899986	0.21174029	7.30E-07
258500_at	0	mle	1	21.93406593	0.110221103	5.223733305	-1.496379397	0.940458893	0.928550671	0.082922354	7.48E-07
264207_at	0	yule-walker	1	21.57837838	0.154481373	6.481944805	-1.887410613	0.94013354	0.928160248	0.11633051	7.69E-07
253421_at	0	mle	1	22.68181818	1.32381063	13.75844961	2.471899645	0.939716182	0.927659419	0.795682322	7.96E-07
263842_at	0	burg	1	23.07514451	0.49135339	16.92051313	1.675859036	0.938488717	0.92618646	0.340193679	8.81E-07
259348_at	0	mle	1	22.42696629	0.577194569	21.21743496	0.338864801	0.938422507	0.926107009	0.40316106	8.85E-07
261746_at	1	burg	1	21.34759358	0.172748448	9.736597062	-2.865748936	0.938761513	0.926513816	0.126063763	8.61E-07
249847_at	0	burg	1	21.93406593	0.219000554	14.84750342	2.030001442	0.937930705	0.925516846	0.205118435	9.21E-07
251155_at	0	yule-walker	1	22.81142857	0.594672283	16.13963694	1.837679872	0.937449793	0.924939752	0.405839478	9.58E-07
254137_at	0	mle	1	23.62130178	0.3336206	17.18458284	1.712145173	0.937657167	0.9251886	0.237474678	9.42E-07
252391_at	0	burg	1	23.62130178	0.736623934	13.70791466	2.636926994	0.936980701	0.924376842	0.515059204	9.94E-07
263483_at	0	mle	1	23.90419162	0.338895974	15.98533704	2.081460505	0.937023374	0.924428049	0.274123164	9.91E-07
250074_at	0	mle	1	21.69565217	0.321354571	0.806527642	-0.233575031	0.936618789	0.923942547	0.229518319	1.02E-06
258552_at	0	mle	1	21.93406593	0.426397319	13.15604983	2.514531596	0.936118493	0.923342192	0.371164905	1.06E-06
259434_at	0	mle	1	27.15646259	0.227533197	22.21353879	1.143643288	0.935571416	0.922685699	0.159401471	1.11E-06
251815_at	0	mle	1	23.34502924	0.38404235	3.988534235	-1.073491896	0.935674552	0.922809462	0.289145401	1.10E-06
265443_at	0	burg	1	23.07514451	0.425848655	2.125427877	-0.57873775	0.93544259	0.922531108	0.320936078	1.12E-06
257801_at	0	mle	1	22.68181818	0.712123985	0.100826474	-0.027930363	0.935476061	0.922571273	0.419819643	1.12E-06
261076_at	1	mle	1	24.04819277	0.271844692	12.66321078	2.974608208	0.934532499	0.921438999	0.212596526	1.20E-06
260547_at	0	yule-walker	1	23.20930233	0.387855916	14.57990066	2.336137856	0.934340578	0.921208694	0.27923327	1.22E-06
263420_at	0	mle	1	25.26582278	0.206335974	13.00797552	3.04832051	0.934180553	0.921016664	0.150861447	1.24E-06
266673_at	0	yule-walker	1	23.48235294	0.569903271	13.81889458	2.585656546	0.934812779	0.921775334	0.431352034	1.18E-06
263763_at	0	mle	1	23.34502924	0.29872781	16.90536781	1.733199204	0.934761576	0.921713892	0.234456577	1.18E-06
247452_at	0	yule-walker	1	22.81142857	0.598416705	4.355345764	-1.199637472	0.934107147	0.920928576	0.541392483	1.24E-06
264728_at	0	burg	1	21.01052632	0.232898811	5.349672945	-1.599816489	0.933102837	0.919723405	0.172200817	1.34E-06
264959_at	0	burg	1	22.05524862	0.210959742	3.644698186	-1.038315844	0.93303621	0.919643452	0.169286935	1.35E-06
253215_at	0	burg	1	23.34502924	1.520801126	14.14980285	2.474844248	0.932111491	0.91853379	0.757276035	1.44E-06
264673_at	0	mle	1	23.62130178	0.134409142	15.52451519	2.153717478	0.931799176	0.918159011	0.102923581	1.48E-06
264462_at	0	mle	2	"24.1939393939,20.6839378238"	"0.252250636632,0.21025405993"	"13.5302219839,13.2574796004"	2.255944375	0.976324886	0.96448733	0.227256255	1.54E-06
252411_at	0	mle	1	22.05524862	0.590360022	21.5352405	0.148141942	0.930724391	0.91686927	0.418143166	1.60E-06
251091_at	0	mle	1	22.55367232	0.321025729	20.50397484	0.571021379	0.930866219	0.917039463	0.225338052	1.58E-06
258239_at	0	burg	1	23.76190476	0.732273957	3.128478679	-0.827240554	0.929333926	0.915200711	0.664435451	1.76E-06
258979_at	0	mle	1	22.42696629	0.350752458	20.31242234	0.59241501	0.929024348	0.914829217	0.248195283	1.80E-06
261958_at	0	mle	1	22.55367232	0.943440335	1.129392052	-0.314635215	0.929425042	0.91531005	0.676467915	1.75E-06
250095_at	1	yule-walker	1	22.68181818	0.185824515	21.87312691	0.224018952	0.928904258	0.91468511	0.144939503	1.82E-06
250358_at	0	mle	1	21.93406593	0.233784933	13.56530671	2.39729675	0.928806078	0.914567294	0.162871891	1.83E-06
259544_at	1	yule-walker	1	22.81142857	0.4205558	11.37140686	-3.132143009	0.928786085	0.914543301	0.301604511	1.83E-06
262727_at	1	yule-walker	1	22.55367232	0.365751064	13.01419742	2.657584436	0.928926436	0.914711723	0.256238617	1.81E-06
257832_at	0	yule-walker	1	23.20930233	1.018949855	12.02485612	3.027835438	0.928946306	0.914735568	0.637959615	1.81E-06
250409_at	0	mle	1	23.20930233	0.321487863	12.18326135	2.984952227	0.930024043	0.916028851	0.230785904	1.68E-06
246791_at	0	mle	1	22.30167598	0.498832012	11.29962376	3.099674344	0.928151936	0.913782323	0.361035825	1.91E-06
262609_at	0	mle	1	22.42696629	0.420102961	12.66245662	2.735645244	0.928462944	0.914155532	0.322481944	1.87E-06
258970_at	0	burg	1	23.90419162	0.409370061	13.67944528	2.687561117	0.928016796	0.913620155	0.2964878	1.93E-06
249472_at	0	burg	1	23.76190476	0.666527829	14.56621391	2.431548742	0.928260996	0.913913195	0.430011424	1.90E-06
259943_at	0	mle	1	22.42696629	0.331855589	3.886105118	-1.088739255	0.927616943	0.913140332	0.291695847	1.99E-06
249049_at	0	yule-walker	1	22.30167598	0.18530604	13.68081812	2.428806134	0.926920015	0.912304018	0.151188402	2.08E-06
265339_at	0	mle	1	22.94252874	0.68436174	19.87757685	0.839387013	0.926763404	0.912116085	0.496113941	2.11E-06
262536_at	0	mle	1	23.62130178	0.718501087	17.12631224	1.727644954	0.9268996	0.912279521	0.526671699	2.09E-06
249456_at	0	mle	1	24.34146341	0.581517593	12.80165145	2.978735328	0.926685519	0.912022623	0.381410964	2.12E-06
260618_at	0	burg	1	23.34502924	0.444832652	16.10970481	1.947347493	0.92570136	0.910841633	0.362574153	2.26E-06
262502_at	1	yule-walker	1	24.79503106	0.413827738	12.12771391	-3.07322357	0.92516303	0.910195636	0.295407113	2.35E-06
255016_at	0	mle	1	22.17777778	0.992246254	20.93476437	0.352158077	0.925281761	0.910338114	0.607132452	2.33E-06
262512_at	0	mle	1	22.55367232	0.228380606	10.22066632	-2.847356278	0.924942486	0.909930983	0.162968455	2.38E-06
251869_at	0	yule-walker	1	24.49079755	0.968644692	1.570516159	-0.402920486	0.924670556	0.909604667	0.786940903	2.43E-06
248120_at	0	mle	1	22.81142857	0.125480838	9.167742419	-2.525165151	0.924670293	0.909604351	0.096970552	2.43E-06
253918_at	0	burg	1	22.94252874	0.141852341	6.594306426	-1.805958259	0.924115718	0.908938861	0.121679822	2.52E-06
250926_at	0	mle	1	22.17777778	0.753050398	1.822596425	-0.516359718	0.923859566	0.90863148	0.479533977	2.56E-06
246126_at	0	mle	1	22.17777778	0.378113633	1.007876809	-0.285541537	0.923932217	0.908718661	0.272107371	2.55E-06
265990_at	0	mle	1	22.68181818	0.358320998	19.46884511	0.890039106	0.924221707	0.909066048	0.261221943	2.50E-06
259244_at	0	burg	1	23.34502924	4.077816895	14.24456261	2.449340185	0.923705585	0.908446702	0.966862575	2.59E-06
250339_at	1	mle	2	"25.5897435897,21.1216931217"	"0.296856630568,0.177094336596"	"10.7886665886,14.3537466211"	2.013297976	0.972637268	0.958955902	0.286140976	2.74E-06
253387_at	0	mle	1	22.05524862	0.445584063	20.96073296	0.311809892	0.922732776	0.907279332	0.313591057	2.75E-06
257252_at	0	burg	1	22.81142857	0.311240656	2.380732168	-0.655749434	0.922766147	0.907319376	0.235961583	2.75E-06
255221_at	1	mle	1	22.68181818	0.405474716	11.52541476	3.090481966	0.921538287	0.905845945	0.316506802	2.97E-06
266464_at	0	mle	1	22.30167598	0.560540882	21.19806255	0.310927648	0.921472607	0.905767129	0.40305492	2.99E-06
259008_at	0	burg	1	22.17777778	0.449384552	16.53975655	1.597307562	0.921331805	0.905598166	0.329354775	3.01E-06
246554_at	0	mle	1	22.81142857	0.41857148	0.629764648	-0.173462524	0.920828364	0.904994037	0.332895002	3.11E-06
267484_at	0	burg	1	22.68181818	0.214898566	13.38037093	2.576632801	0.920757963	0.904909556	0.152108051	3.12E-06
245876_at	0	yule-walker	1	24.49079755	0.315963961	14.13005076	2.658079708	0.921027964	0.905233556	0.266224086	3.07E-06
262878_at	1	yule-walker	1	23.07514451	0.298475337	19.81649458	0.887305444	0.920641942	0.90477033	0.210222286	3.15E-06
266864_at	0	mle	1	22.81142857	0.250576525	2.806849285	-0.773119234	0.921069944	0.905283933	0.211814666	3.06E-06
253039_at	0	burg	1	22.42696629	0.379401405	2.412988374	-0.676027819	0.920482176	0.904578612	0.308770232	3.18E-06
261948_at	0	mle	2	"25.2658227848,21.5783783784"	"0.221298054015,0.213172759623"	"11.5223817918,3.27269907961"	-0.95294347	0.971319824	0.956979736	0.145789798	3.31E-06
259977_at	0	mle	1	22.68181818	0.855100543	12.84298938	2.725495112	0.920169325	0.90420319	0.536691564	3.24E-06
265033_at	1	burg	1	22.30167598	0.289581111	7.961588545	-2.243066226	0.91936928	0.903243136	0.215723451	3.41E-06
254578_at	0	mle	1	22.68181818	0.307396163	13.10540751	2.652801567	0.919714243	0.903657092	0.21077808	3.34E-06
252853_at	0	mle	1	23.34502924	0.210350753	17.09020142	1.683452262	0.919160182	0.902992218	0.159335168	3.45E-06
251022_at	0	mle	1	22.17777778	0.296651049	11.398049	3.054004516	0.919331408	0.903197689	0.222465362	3.42E-06
264096_at	0	burg	1	23.48235294	0.416938165	13.65959619	2.628280099	0.919241219	0.903089463	0.330623894	3.44E-06
255694_at	0	mle	1	22.55367232	0.436480728	22.49247576	0.017048633	0.919375065	0.903250078	0.316591289	3.41E-06
266892_at	0	mle	1	21.69565217	0.563023836	0.643150441	-0.186260057	0.919640308	0.903568369	0.411548562	3.35E-06
263345_s_at	0	burg	1	23.07514451	0.43328304	5.166253669	-1.406731348	0.919729197	0.903675036	0.348102894	3.33E-06
267063_at	1	mle	1	22.81142857	0.513648915	22.06006044	0.206957016	0.91856737	0.902280844	0.390607464	3.58E-06
251373_at	1	yule-walker	1	22.68181818	0.482404703	11.08353064	-3.070295172	0.91825809	0.901909708	0.37420078	3.65E-06
264045_at	0	burg	1	22.94252874	0.692461202	13.72551012	2.524230724	0.918249998	0.901899998	0.503910834	3.65E-06
254145_at	0	mle	1	22.05524862	0.43482192	2.239893692	-0.638109657	0.918704511	0.902445413	0.30461305	3.55E-06
252917_at	0	mle	1	24.79503106	0.606624041	23.92842336	0.21960274	0.91824525	0.9018943	0.422040722	3.65E-06
262612_at	1	burg	1	23.20930233	0.38302339	16.49029566	1.818958768	0.918003382	0.901604058	0.278617868	3.71E-06
256603_at	1	burg	1	21.23404255	0.838011806	0.437238149	-0.12937943	0.917663813	0.901196575	0.617125181	3.78E-06
249071_at	1	burg	2	"26.972972973,20.0603015075"	"0.38724782134,0.362148323845"	"22.946056251,5.43845841529"	-1.703406202	0.970259355	0.955389032	0.401644688	3.82E-06
265573_at	1	yule-walker	1	21.69565217	0.359777436	1.804550113	-0.522608063	0.91705086	0.900461033	0.248412022	3.93E-06
251309_at	1	yule-walker	1	22.94252874	0.414603446	21.70413132	0.33915531	0.916567519	0.899881023	0.324027111	4.04E-06
249769_at	0	burg	1	22.81142857	0.499882491	2.730513569	-0.752093306	0.916202935	0.899443522	0.446541302	4.13E-06
267157_at	0	yule-walker	1	23.34502924	0.267746764	16.87929738	1.740215916	0.916007273	0.899208727	0.216181932	4.18E-06
264738_at	0	mle	1	22.68181818	0.450157469	0.547803877	-0.151749443	0.915966614	0.899159937	0.370577177	4.19E-06
259275_at	0	burg	1	23.62130178	0.534094758	1.861948655	-0.49527196	0.916094053	0.899312864	0.459291343	4.16E-06
265952_at	0	mle	1	23.62130178	0.184153936	11.48883798	-3.055991522	0.91579894	0.898958728	0.132768023	4.23E-06
248313_at	0	mle	1	22.81142857	0.199481778	5.458664856	-1.503535945	0.915084338	0.898101206	0.156759461	4.42E-06
254424_at	0	mle	1	22.05524862	0.258048736	8.718818202	-2.483850959	0.914956704	0.897948045	0.187050104	4.45E-06
254011_at	0	mle	1	23.34502924	0.826576027	11.21150111	-3.017513422	0.914358424	0.897230109	0.427808584	4.61E-06
245929_at	0	mle	1	22.94252874	0.234048617	0.090953634	-0.024909135	0.914010149	0.896812178	0.18982919	4.70E-06
267471_at	0	burg	1	23.62130178	0.179439774	15.31482729	2.209493741	0.913672422	0.896406906	0.141981389	4.79E-06
265321_at	0	mle	1	23.07514451	0.301988899	11.50667831	-3.133180469	0.913382683	0.89605922	0.20836294	4.88E-06
247816_at	1	burg	1	23.48235294	0.38207171	16.96332386	1.744299978	0.91316048	0.895792576	0.289418154	4.94E-06
263599_at	0	yule-walker	1	21.57837838	0.223111932	20.81778318	0.221469868	0.912869004	0.895442805	0.241055282	5.02E-06
264091_at	0	mle	1	24.49079755	0.560268884	15.50109532	2.30633424	0.912413332	0.894895998	0.455729936	5.15E-06
261031_at	0	mle	1	22.05524862	0.324219892	1.599978295	-0.455808061	0.912035951	0.894443142	0.220013436	5.27E-06
251762_at	0	mle	1	22.17777778	0.279456568	21.34877507	0.234864722	0.912214791	0.894657749	0.202760574	5.21E-06
253351_at	0	burg	1	22.94252874	0.3508474	16.31609987	1.814755512	0.912043911	0.894452693	0.264456527	5.26E-06
249810_at	0	mle	1	23.62130178	0.203029045	16.98625221	1.764900443	0.911604401	0.893925281	0.154121296	5.40E-06
265634_at	0	mle	1	22.30167598	0.361320182	1.890158972	-0.532525855	0.911573635	0.893888362	0.281964685	5.41E-06
247780_at	0	burg	2	"20.0603015075,24.95"	"1.10143245035,0.750686531628"	"5.0000726249,14.735087689"	2.572432343	0.967245482	0.950868224	0.827890897	5.60E-06
267132_at	1	yule-walker	1	22.68181818	0.323272325	22.59283037	0.024650885	0.91085275	0.8930233	0.246126479	5.63E-06
252363_at	0	mle	1	21.12169312	0.595980707	2.715011789	-0.807649372	0.910889971	0.893067965	0.440552356	5.62E-06
265959_at	0	mle	1	22.55367232	0.363288571	1.00550576	-0.280121966	0.910743817	0.892892581	0.313165016	5.66E-06
245602_at	1	yule-walker	1	22.55367232	0.629355276	11.61257942	3.048058569	0.91044275	0.8925313	0.489226867	5.76E-06
249191_at	0	mle	1	23.07514451	1.064550525	21.35491982	0.468404021	0.910604691	0.89272563	0.655827957	5.71E-06
264636_at	0	mle	1	23.48235294	0.677108709	22.79957923	0.182690115	0.910409931	0.892491917	0.662944455	5.77E-06
264394_at	0	mle	1	22.94252874	0.346324466	18.41003054	1.241298481	0.910082746	0.892099295	0.236979817	5.88E-06
263705_at	0	mle	1	22.30167598	0.217175687	21.23421769	0.300741444	0.909969181	0.891963017	0.174088945	5.92E-06
249691_at	0	mle	1	25.42675159	0.188142534	12.23080996	-3.022346176	0.909993685	0.891992422	0.146935522	5.91E-06
249121_at	0	mle	1	22.17777778	0.176278021	11.67187648	2.976426465	0.909835254	0.891802305	0.13160257	5.96E-06
252927_at	0	yule-walker	1	22.55367232	0.783147245	12.66843141	2.75391074	0.909675273	0.891610327	0.492846344	6.01E-06
261363_at	0	mle	1	22.30167598	0.269860176	1.933418212	-0.544713541	0.909403714	0.891284457	0.204276587	6.10E-06
256115_at	0	yule-walker	1	23.20930233	0.32697686	16.58397206	1.793598841	0.909331184	0.891197421	0.266384432	6.13E-06
258621_at	0	mle	1	23.34502924	0.351041087	20.08732341	0.876793478	0.909541195	0.891449435	0.249103176	6.06E-06
253815_at	0	burg	1	22.17777778	0.383389035	2.933376104	-0.831054663	0.90881764	0.890581168	0.303283024	6.30E-06
249415_at	0	yule-walker	1	23.90419162	0.440901442	1.076367249	-0.282921715	0.908605906	0.890327087	0.366891445	6.38E-06
249510_at	0	mle	1	24.34146341	0.3685171	12.07251196	-3.116239498	0.908554176	0.890265011	0.269928517	6.39E-06
248683_at	0	burg	1	24.49079755	0.747738731	0.908189225	-0.232998586	0.908670041	0.890404049	0.649002088	6.35E-06
254577_at	1	yule-walker	1	23.07514451	0.410961014	19.76976243	0.900030252	0.908347486	0.890016983	0.293525745	6.47E-06
246235_at	0	mle	1	22.05524862	0.331960799	21.36636011	0.196253248	0.908242376	0.889890852	0.253089796	6.50E-06
259790_s_at	0	burg	1	23.62130178	0.697253122	2.982599437	-0.793361227	0.907901675	0.88948201	0.481775842	6.63E-06
246597_at	0	mle	1	22.55367232	1.197902495	0.031939637	-0.008898004	0.906840711	0.888208853	0.719600504	7.02E-06
248681_at	0	burg	1	22.68181818	0.355667225	7.342755541	-2.034047419	0.906655998	0.887987197	0.309009295	7.09E-06
245528_at	0	mle	1	22.55367232	0.369575412	0.788875394	-0.219771318	0.906438192	0.887725831	0.325782717	7.17E-06
246268_at	0	mle	1	23.62130178	0.284327973	16.78445217	1.818578562	0.906165003	0.887398003	0.219545476	7.27E-06
247443_at	0	mle	1	24.19393939	0.65722725	12.16849395	3.123017748	0.905747207	0.886896649	0.503861083	7.44E-06
247222_at	0	burg	1	22.05524862	0.508187221	4.05774727	-1.155986879	0.905317988	0.886381585	0.424769992	7.61E-06
247693_at	1	burg	1	24.64197531	0.18089952	24.01663585	0.159448408	0.904787335	0.885744802	0.138376857	7.82E-06
261129_at	0	burg	2	"20.2639593909,27.7222222222"	"0.136641730885,0.164560821227"	"14.6729514632,8.09973309276"	-1.835788039	0.964174256	0.946261385	0.183960593	8.00E-06
264019_at	1	burg	1	23.76190476	1.071091293	13.59933176	2.687214261	0.904450477	0.885340573	0.579259773	7.96E-06
249606_at	1	burg	1	22.68181818	0.974038108	18.30424931	1.212648659	0.904092811	0.884911373	0.573193271	8.11E-06
246947_at	0	mle	1	20.68393782	0.338779684	3.512378827	-1.066959649	0.903166982	0.883800378	0.263397651	8.51E-06
248091_at	1	yule-walker	1	23.07514451	0.234283904	21.29022215	0.486020703	0.902779868	0.883335841	0.177679585	8.69E-06
251169_at	0	mle	1	23.62130178	0.320899158	10.81787439	-2.877517508	0.902460836	0.882953003	0.226583376	8.83E-06
264463_at	0	mle	1	25.26582278	0.17217529	0.536997804	-0.133542325	0.90229025	0.8827483	0.128475325	8.91E-06
258140_at	0	burg	1	22.68181818	0.160748866	17.7127299	1.376507925	0.902141715	0.882570058	0.120062076	8.97E-06
257880_at	0	mle	1	22.68181818	0.417690133	19.01245514	1.016465601	0.901538049	0.881845659	0.296355867	9.25E-06
253922_at	0	yule-walker	2	"25.2658227848,20.0603015075"	"0.313362627269,0.298326002367"	"19.7965489648,4.89467670681"	-1.53308567	0.962857321	0.944285982	0.424033341	9.23E-06
251546_at	0	burg	1	23.90419162	0.166292459	14.9335685	2.357916479	0.900931684	0.881118021	0.146989059	9.54E-06
255659_at	0	mle	1	25.26582278	0.316447669	11.98009381	-2.979247897	0.900947189	0.881136626	0.228577651	9.54E-06
247766_at	0	mle	1	22.42696629	0.367281117	2.225354175	-0.623459833	0.900827841	0.88099341	0.270743941	9.59E-06
264898_at	0	mle	1	23.20930233	0.932703295	19.69258838	0.952039191	0.900737398	0.880884878	0.592208293	9.64E-06
246158_at	0	mle	1	22.05524862	0.266871752	0.301000414	-0.085750173	0.900507231	0.880608677	0.220262019	9.75E-06
252464_at	0	mle	1	22.81142857	0.599977222	11.52850033	3.107772437	0.899837611	0.879805134	0.431774803	1.01E-05
257533_at	0	mle	1	23.07514451	0.300089619	18.07783192	1.360729985	0.899853546	0.879824255	0.239069952	1.01E-05
259254_at	0	mle	2	"20.3673469388,27.9160839161"	"0.270922152938,0.198832209553"	"17.3747294207,7.88755398442"	-1.775283505	0.962033743	0.943050615	0.270638332	1.01E-05
252475_s_at	0	burg	1	22.94252874	0.938053366	14.2198517	2.38884723	0.900105722	0.880126866	0.559044361	9.95E-06
260297_at	0	yule-walker	1	24.49079755	0.420027108	15.0668161	2.417749836	0.90021532	0.880258384	0.362063068	9.89E-06
264002_at	0	mle	1	23.20930233	0.400147286	17.91094467	1.434362933	0.899910328	0.879892394	0.300387382	1.00E-05
264745_at	0	mle	1	23.07514451	0.556833418	21.70784366	0.37230556	0.899660569	0.879592682	0.430926441	1.02E-05
263624_at	0	mle	1	23.62130178	0.196276611	11.91205624	3.114619178	0.899183222	0.879019867	0.157509166	1.04E-05
247467_at	0	burg	1	22.05524862	0.312442437	3.509837013	-0.999896067	0.89869845	0.87843814	0.256135137	1.07E-05
260044_at	0	mle	1	23.90419162	0.274416042	12.96883498	2.8743441	0.898656733	0.878388079	0.210487027	1.07E-05
245319_at	0	burg	1	22.81142857	1.74158468	13.78673654	2.485763319	0.898206211	0.877847453	0.911219775	1.09E-05
248148_at	0	mle	1	24.04819277	0.840533285	15.01947822	2.358975044	0.897672634	0.877207161	0.51451446	1.12E-05
249774_at	0	mle	1	22.05524862	0.999418156	21.56381383	0.14000186	0.897714866	0.87725784	0.580391223	1.12E-05
252958_at	0	mle	1	22.30167598	0.311811651	21.39006357	0.256834045	0.897352575	0.87682309	0.23354422	1.14E-05
262842_at	0	mle	1	22.42696629	0.128874368	16.0821413	1.777579307	0.896766481	0.876119777	0.098518815	1.17E-05
266983_at	0	mle	1	22.17777778	0.77063788	11.28338878	3.086488896	0.896344401	0.875613281	0.480566113	1.20E-05
247891_at	0	mle	1	23.34502924	0.234033909	19.50676707	1.033047001	0.89603333	0.875239996	0.170903926	1.21E-05
256091_at	1	mle	1	22.94252874	0.301970913	11.79373542	3.053278701	0.896010245	0.875212294	0.227226934	1.22E-05
